Transmittal ID,Description,Status,Current Employee,Current Department,Transmitted Employee,Transmitted Department,Last Transaction Date,Last Transaction Time
3493,"RFP: CONVERGE ICT SOLUTIONS, INC P3,000.00 (August 10 - September 09, 2021)",1,35,DEPT6,28,DEPT6,"August 26, 2021",9:11:11 am
3494,"COMMENDATION: PERFECT ATTENDANCE JULY 2021 (RRI,GTB,NCP)",1,40,DEPT2,35,DEPT6,"August 25, 2021",4:02:35 pm
3495,"COMMENDATION: PERFECT ATTENDANCE JULY 2021 (SDL,LTP)",1,40,DEPT2,9,DEPT4,"August 25, 2021",5:38:51 pm
3496,COMMENDATION: PERFECT ATTENDANCE JULY 2021 (CBP),1,40,DEPT2,8,DEPT3,"September 15, 2021",9:46:57 am
3497,"COMMENDATION: PERFECT ATTENDANCE JULY 2021 (LDA,LVM)",1,40,DEPT2,2,DEPT1,"August 25, 2021",2:10:52 pm
3498,COMMENDATION: PERFECT ATTENDANCE JULY 2021 (ABJ),1,40,DEPT2,10,DEPT4,"August 26, 2021",8:23:56 am
3499,CCTV Quotation,1,7,DEPT1,,DEPT2,"August 26, 2021",11:43:08 am
3500,Commendation For Perfect Attendance - July 2021 (LDAGULTO),1,7,DEPT1,,DEPT2,"August 26, 2021",11:43:27 am
3501,Commendation for perfect attendance - July 2021 (lmicayas),1,6,DEPT1,,DEPT2,"August 26, 2021",11:43:17 am
3502,"RFP: PRIMEWATER INFRASTRUCTURE CORPORATION P4,722.27 (August 2021)",1,35,DEPT6,40,DEPT2,"August 26, 2021",11:42:42 am
3503,PR/SER: Safety Supplies,1,40,DEPT2,35,DEPT6,"August 25, 2021",4:03:06 pm
3504,"RFP: ASTRON CORPORATE SECURITY AGENCY INC. P6,817.26 (August 01-15, 2021)",1,40,DEPT2,35,DEPT6,"August 25, 2021",4:03:13 pm
3505,MEMO: MESSENGER'S ERRANDS,1,9,DEPT4,,DEPT2,"August 26, 2021",11:42:49 am
3506,MEMO: HRDIOM2021:0374 ADDENDUM TO GUIDELINE ON CREATION OF NE POLICIES AND PROCEDURES,1,40,DEPT2,35,DEPT6,"August 25, 2021",4:03:21 pm
3507,CONFIDENTIAL - MS. MARY ANN SONIGA - JANUARY 2021 TO MARCH 2021 PMW,1,37,DEPT7,,DEPT2,"August 26, 2021",11:42:58 am
3508,"BIR FORM 2000: 1000215187 - MALLARI, MARLON PANTUA 3,630.00",1,35,DEPT6,5,DEPT3,"August 25, 2021",4:16:52 pm
3509,"BIR FORM 2000: 1000215390 - SINOBEN, EUGENIA LOPEZ 6,637.50",1,35,DEPT6,5,DEPT3,"August 25, 2021",4:16:59 pm
3510,"BIR FORM 2000: 1000215313 - DEL ROSARIO, ROGELIO YAMSUAN 10,605.00",1,35,DEPT6,5,DEPT3,"August 25, 2021",4:17:03 pm
3511,"LSS: RELLIE ANN DELA CRUZ P7,410.00 (BR-01 CA FOR FAO 1000215288 - BARRIENTOS, LEONILO BONDOC)",1,35,DEPT6,28,DEPT6,"August 31, 2021",9:37:15 am
3512,"LSS: RELLIE ANN DELA CRUZ P8,732.00 (BR-01 CA FOR FAO 1000215022 - BAGA, IRENE CUBACUB)",1,35,DEPT6,28,DEPT6,"August 31, 2021",9:37:06 am
3513,"LSS: RELLIE ANN DELA CRUZ P4,266.00 (BR-01 CA FOR FAO 1000215436 - ASUNCION, EDWARD PASCUA)",1,35,DEPT6,28,DEPT6,"August 31, 2021",9:36:59 am
3514,"RFP: RELLIE ANN DELA CRUZ, P11,520.00 (PCV REPLENISHMENT 08/06/2021 - 08/24/2021)",1,5,DEPT3,35,DEPT6,"August 27, 2021",1:59:09 pm
3515,RFPs for Month-end dues (August 2021),1,37,DEPT7,36,DEPT6,"August 26, 2021",9:13:52 am
3516,37 PDC FAO 1000215560 - BALINCONGAN ALFONSO JR FRANCISCO,1,43,DEPT3,5,DEPT3,"September 01, 2021",10:32:10 am
3517,"PAYROLL: AUGUST 1-31, 2021 CUT-OFF",0,47,DEPT2,15,DEPT6,"August 25, 2021",5:12:42 pm
3518,RECOMMENDATION: SAS MANAGEMENT TRAINING,0,47,DEPT2,15,DEPT6,"August 25, 2021",5:14:37 pm
3520,RECOMMENDATION: POLICY AND PROCEDURE ON VAULT ACCESS,1,47,DEPT2,28,DEPT6,"August 26, 2021",9:21:02 am
3521,COMMENDATION: MR. MARK ANTHONY GARSULA,1,28,DEPT6,9,DEPT4,"August 26, 2021",2:34:32 pm
3522,COMMENDATION: MS. SARAH JANE LIM,1,28,DEPT6,9,DEPT4,"August 26, 2021",2:34:18 pm
3523,COMMENDATION: MS. PAMELA LORENZO,1,28,DEPT6,9,DEPT4,"August 26, 2021",2:34:27 pm
3524,"CLEARANCE: 1000207339 - MANUEL, PRINCESS SAAVEDRA",1,5,DEPT3,,DEPT3,"September 13, 2021",9:36:36 am
3525,"CLEARANCE: 1000202035 - RAMOS, REYNALDO SUNICO",1,5,DEPT3,,DEPT3,"September 15, 2021",10:54:56 am
3526,"RCM: 1000212801 - CAYANAN, NEIL CHRISTOPHER MANINANG",1,5,DEPT3,,DEPT3,"September 02, 2021",1:09:30 pm
3527,"RCM: 1000201934 - ANDASAN, MARJORY ALBERTO",1,5,DEPT3,,DEPT3,"September 13, 2021",9:02:58 am
3528,MAXICARE CARD - JVQUIRUBEN,1,40,DEPT2,41,DEPT4,"August 31, 2021",1:23:43 pm
3529,"BCC SOA 1,280",1,37,DEPT7,36,DEPT6,"August 26, 2021",12:15:03 pm
3530,"TAGAYTAY HIGHLANDS SOA 4,250 FTM Of aug 2021",1,37,DEPT7,36,DEPT6,"August 26, 2021",12:15:10 pm
3531,"soa 1406 avida towers 3,704.09 (aug 2021)",1,37,DEPT7,36,DEPT6,"August 26, 2021",12:14:58 pm
3532,"SOA PETRON 3,821.01",1,37,DEPT7,36,DEPT6,"August 26, 2021",12:14:48 pm
3533,"PAYROLL: AUGUST 1-31, 2021 CUT-OFF",1,37,DEPT7,,DEPT2,"August 27, 2021",8:59:06 am
3534,CONFIDENTIAL: MS. MARIA KRISTINE S. CADIZ COMPLETE PACKAGE,1,37,DEPT7,,DEPT2,"August 31, 2021",7:57:05 am
3535,Addendum to Guideline on Creation of New Policies and Procedures,1,9,DEPT4,,DEPT2,"August 27, 2021",8:59:52 am
3536,Recommendation - SAS Management Inc.,1,9,DEPT4,,DEPT2,"August 31, 2021",1:22:41 pm
3537,Recommendation: AZURE CLOUD PLATFORM,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:17:34 pm
3538,Leave Form - AVDF( VL) - 8/25/21,1,37,DEPT7,,DEPT8,"August 27, 2021",6:07:04 pm
3539,Leave Form - AVDF (EL) - 8/26/21 (half day),1,37,DEPT7,,DEPT8,"August 27, 2021",6:07:08 pm
3540,"Quantum Association Dues SOA 1925 34th street P 5,983.50 (Aug 2021)",1,37,DEPT7,36,DEPT6,"August 26, 2021",3:07:19 pm
3541,"26 PDC FAO 1000215533 - GALLARDO, BERNARD SALVADOR",1,43,DEPT3,5,DEPT3,"September 01, 2021",10:32:15 am
3542,"Check number 3241705784 Avida Towers Verte P 5,983.50 (1925 Assoc dues for August 2021)",1,36,DEPT6,,DEPT7,"August 27, 2021",9:15:53 am
3543,"Check number 919228 Petron P 3,821.01 (July 16-31,2021)",1,36,DEPT6,,DEPT7,"August 27, 2021",9:16:01 am
3544,"Check number 919229 Avida Towers BGC 34th P 3,704.09 (1406 Assoc dues for August 2021)",1,36,DEPT6,,DEPT7,"August 27, 2021",9:16:10 am
3545,"Check number 919230 The Country Club at Tagaytay Highlands P 4,250 (Assoc Dues Aug 2021)",1,36,DEPT6,,DEPT7,"August 27, 2021",9:16:18 am
3546,"Check number 919231 Baguio Country Club Corp. P 1,280 (Assoc Dues Aug 2021)",1,36,DEPT6,,DEPT7,"August 27, 2021",9:16:31 am
3547,"acknowledgement voucher JIC check # 3241807928 121, 895.95",1,37,DEPT7,36,DEPT6,"August 27, 2021",6:05:08 pm
3548,INSURANCE UNDERWRITING PROCEDURE FOR NEW ACCOUNTS,1,43,DEPT3,40,DEPT2,"August 27, 2021",9:02:14 am
3549,"farm 139,155",1,37,DEPT7,36,DEPT6,"August 31, 2021",10:15:17 am
3550,stencil/orcr fao Evelyn Villanueva,0,29,DEPT4,11,DEPT5,"August 27, 2021",8:53:11 am
3551,Guidelines on creation of new policies and procedures,1,47,DEPT2,35,DEPT6,"August 27, 2021",9:25:47 am
3552,"COMMENDATION: REPORTING TO WORK ON SATURDAY 31 JULY 2021 (SDL,MAG)",1,40,DEPT2,9,DEPT4,"August 27, 2021",9:41:03 am
3553,"Check number 919232 Arch. Benjamin B. Limjoco Jr. P 139,155 (Farm expenses August 2-21)",1,36,DEPT6,,DEPT7,"August 31, 2021",11:53:10 am
3554,"DST: 1000215560 - BALINGCONGAN, ALFONSO JR FRANCISCO",1,28,DEPT6,5,DEPT3,"September 01, 2021",10:31:54 am
3555,Revised Price Index for Year 2021,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:17:41 pm
3556,COMMENDATION: REPORTING TO WORK ON SATURDAY 31 JULY 2021 (PBL),1,35,DEPT6,40,DEPT2,"August 27, 2021",3:00:49 pm
3557,BI Result FAO Levy Amadora Jr.,1,29,DEPT4,40,DEPT2,"August 27, 2021",3:01:15 pm
3558,COMMENDATION: REPORTING TO WORK ON SATURDAY 31 JULY 2021 (PBL),1,40,DEPT2,8,DEPT3,"September 15, 2021",9:47:32 am
3559,COMMENDATION:ROPA UNIT/MAGARSULA,1,10,DEPT4,,DEPT2,"August 31, 2021",1:23:19 pm
3560,NCSANPEDRO- Commendation for perfect attendance (JULY 2021),1,35,DEPT6,40,DEPT2,"August 31, 2021",1:23:37 pm
3561,39 PDC 1000215590 -0 VILLANUEVA. EVELYN DE LUNA,1,43,DEPT3,5,DEPT3,"September 01, 2021",10:32:20 am
3562,Recommendation - Strategies to Improve the Competitiveness of Encore in the Market,1,20,DEPT8,,DEPT2,"September 03, 2021",1:34:49 pm
3563,3 set stencils fao narciso garcia,0,29,DEPT4,11,DEPT5,"August 31, 2021",9:39:18 am
3564,2nd Floor Key,1,36,DEPT6,,DEPT2,"August 31, 2021",1:23:30 pm
3565,"MBTC Bills Payment $ 1,521.33 Dollar Credit card dues",1,36,DEPT6,,DEPT7,"September 01, 2021",9:04:01 am
3566,"MBTC Bills Payment P 16,236.12 Peso Credit card dues statement date august 9,2021",1,36,DEPT6,,DEPT7,"September 01, 2021",9:04:08 am
3567,"Request for Funding: SSS Loans and Contribution P69,089.20 (August 2021)",1,40,DEPT2,35,DEPT6,"August 31, 2021",1:35:13 pm
3568,Birthday Celebrants September 2021,1,37,DEPT7,,DEPT2,"September 03, 2021",6:13:38 pm
3569,CONDFIDENTIAL - JOB OFFER MR. CHRISTOPHET M. AGUILAR,0,47,DEPT2,15,DEPT6,"August 31, 2021",10:57:54 am
3570,RECOMMENDATION: SAS MANAGEMENT TRAINING,0,47,DEPT2,15,DEPT6,"August 31, 2021",11:23:06 am
3571,RECOMMENDATION: AMENDMENT ON THE GENERAL RULE FOR CANVASSING UNDER MODIFIED PURCHASING PROCESS,1,9,DEPT4,,DEPT2,"September 08, 2021",12:15:27 pm
3572,CONFIDENTIAL (JOB OFFER - CHRISTOPHER AGUILAR),1,37,DEPT7,,DEPT2,"September 06, 2021",11:33:04 am
3573,authority to deposit loan proceeds,1,9,DEPT4,,DEPT3,"September 15, 2021",9:47:08 am
3574,PR/SER: SAFETY SUPPLIES (SEPTEMBER 2021),1,35,DEPT6,40,DEPT2,"August 31, 2021",6:08:19 pm
3575,PURCHASE REQUISITION PREMIUM ZOOM ACCOUNT SUBSCRIPTION JIC,1,37,DEPT7,,DEPT2,"September 01, 2021",10:30:32 am
3576,"rfp globe telecom 1,963.30",1,35,DEPT6,28,DEPT6,"August 31, 2021",4:00:57 pm
3577,"Cash for ESC P 67,650 , P 14,175 and P 2,000",1,36,DEPT6,,DEPT7,"September 01, 2021",9:04:16 am
3578,SEALED LONG BROWN ENVELOPE: FINAL PAY OF MS. JERUCEL QUIMZON,1,37,DEPT7,,DEPT2,"September 07, 2021",8:23:35 am
3579,commendation fao AJuanani,1,29,DEPT4,40,DEPT2,"September 01, 2021",10:32:46 am
3580,PMW RATING JUL 8 - AUG 8/RMJAVIER,1,10,DEPT4,,DEPT2,"September 01, 2021",10:33:10 am
3581,"16 PDC FAO - 1000212796 - DELA CRUZ, ALBERTO GARCIA",1,43,DEPT3,5,DEPT3,"September 17, 2021",9:05:34 am
3582,RECOMMENDATION: POLICY AND PROCEDURE ON VAULT ACCESS,0,47,DEPT2,15,DEPT6,"September 01, 2021",11:23:48 am
3583,Check for Month-end due - JIC (AUG 2021),1,35,DEPT6,28,DEPT6,"September 03, 2021",5:58:54 pm
3584,Adjustment on the Existing Promissory Note and Disclosure Statement for Collateralized Accounts,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:17:57 pm
3585,Inclusion of Remittance as Acceptable Source of Income of Loan Applicants,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:18:02 pm
3586,Guidelines on the Conduct of Personal Interview,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:18:08 pm
3587,Temporary Guideline on Processing of BEL Accounts During the Pandemic,1,35,DEPT6,9,DEPT4,"September 06, 2021",4:18:13 pm
3588,PN- FAO DAN MARK FAJARDO (5 COPIES) & 1- STENCIL,1,38,DEPT3,5,DEPT3,"September 17, 2021",9:05:42 am
3589,PN- FAO LEDA D. PARAS (5 COPIES) & 1- STENCIL,1,38,DEPT3,5,DEPT3,"September 17, 2021",9:05:50 am
3590,RFP MONTHLY ERRANDS FOR MR. FRANCISCO DE LEON 600 (SEPT),1,37,DEPT7,,DEPT6,"September 03, 2021",11:47:49 am
3591,Release of Dealers Proceeds,1,20,DEPT8,,DEPT6,"September 03, 2021",2:51:05 pm
3592,"Cash for ESC P81,825 (remaining balance House)",1,36,DEPT6,,DEPT7,"September 03, 2021",12:10:09 pm
3593,"RFP: ROBERTO B. RAFAEL P2,450.00 (SEPT 2021)",1,35,DEPT6,28,DEPT6,"September 03, 2021",5:58:50 pm
3594,PR/PO: GASOLINE P300.00 (FOR REGULARIZATION),1,40,DEPT2,35,DEPT6,"September 03, 2021",2:19:01 pm
3595,ORGANIZATIONAL CHART,1,40,DEPT2,35,DEPT6,"September 03, 2021",2:19:17 pm
3596,"LSS REVOLVING FUND: PROFESSIONAL FEE 1,250.00 (09/01/2021)",1,35,DEPT6,40,DEPT2,"September 03, 2021",2:46:33 pm
3597,"LSS REVOLVING FUND: PROFESSIONAL FEE 5,750.00 (09/03/2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",2:19:10 pm
3598,"RFP: ROMAC SERVICES & TRADING CO.,INC. 14,468.56 (09/08/2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",2:20:16 pm
3599,"RFP: CADIZ TABAYOYONG AND PARTNERS P10,080.00 (SEPT 2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",2:19:28 pm
3600,"RFP: JJAKE UNITED HOLDINGS CORPORATION P143,000.00 (SEPT 2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",2:19:36 pm
3601,"RFP: MARIAH ANGELIKA A. MATEO P13,810.00 (MESSENGER SALARY AUG 16-31, 2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",2:20:24 pm
3602,PMW SETTING OF MCB FOR JULY TO SEPTEMBER 2021,1,35,DEPT6,40,DEPT2,"September 03, 2021",2:46:43 pm
3603,POLICY AND PROCEDURE ON VAULT ACCESS,1,9,DEPT4,,DEPT2,"September 07, 2021",2:40:03 pm
3604,Strategies to Improve The Competitiveness of Encore in the Market,1,20,DEPT8,,DEPT6,"September 03, 2021",2:59:16 pm
3605,General Guidelines on the Management of Company Website,1,20,DEPT8,,DEPT2,"September 08, 2021",3:45:23 pm
3606,"PR: ADMIN SUPPLIES P1,180.00 (SEPTEMBER 2021)",1,40,DEPT2,35,DEPT6,"September 03, 2021",3:44:07 pm
3607,liquidation slip CA for 2021 registration of fortuner,3,37,DEPT7,,DEPT6,"September 09, 2021",1:17:06 pm
3608,ADJUSTMENT ON THE EXISITNG PN AND DICLOSURE STATEMENT FOR COLLATERALIZED ACCOUNTS,0,10,DEPT4,,DEPT2,"September 03, 2021",4:33:32 pm
3609,GUIDELINES ON THE CONDUCT OF PERSONAL INTERVIEW,1,10,DEPT4,,DEPT2,"September 09, 2021",10:28:11 am
3610,INCLUSION OF REMITTANCE AS ACCEPTABLE SOURCE OF INCOME OF LOAN APPLICANTS,1,10,DEPT4,,DEPT2,"September 10, 2021",9:49:28 am
3611,TEMPORARY GUIDELINE ON PROCESSING OF BEL ACCOUNTS DURING THE PANDEMIC,0,10,DEPT4,,DEPT2,"September 03, 2021",4:36:01 pm
3612,REVISED PRICE INDEX FOR YEAR 2021,1,10,DEPT4,,DEPT2,"September 03, 2021",6:13:55 pm
3613,Brown Envelope (Confidential Docs),1,28,DEPT6,9,DEPT4,"September 10, 2021",3:42:42 pm
3614,"RFP: JJAKE UNITED HOLDINGS CORPORATION P143,000 (September 2021)",1,37,DEPT7,,DEPT6,"September 07, 2021",8:55:53 am
3615,physical exam medical city Kristine Cadiz,1,37,DEPT7,47,DEPT2,"September 07, 2021",8:24:22 am
3616,Checks for MCBaena and ESC's Signature (Brown Envelope),1,37,DEPT7,36,DEPT6,"September 09, 2021",2:58:47 pm
3617,Documents for MCB's Signature (Brown Envelope),1,28,DEPT6,37,DEPT7,"September 06, 2021",11:38:54 am
3618,Unionbank Checkbook (MCBaena),1,28,DEPT6,37,DEPT7,"September 06, 2021",11:37:54 am
3619,APE Result of AVDF,1,20,DEPT8,,DEPT2,"September 08, 2021",3:45:36 pm
3620,Recommendation - Acceptance of Contract of Undertaking in Lieu of Transferred OR/CR from Selected De,1,20,DEPT8,,DEPT6,"September 06, 2021",2:51:15 pm
3621,Recommendation - SAS Management Inc.,1,36,DEPT6,,DEPT2,"September 08, 2021",2:54:48 pm
3622,BI OF MA. CRISPINA SANCHEZ RONQUILLO,1,9,DEPT4,,DEPT2,"September 10, 2021",9:50:03 am
3623,"RCM: 1000205794 - DELOS REYES, ARNOLD IPIA",1,9,DEPT4,,DEPT3,"September 13, 2021",9:03:08 am
3624,"RCM: 1000201870 - TIMBOL, FAUSTINE JAY DIZON",1,9,DEPT4,,DEPT3,"September 13, 2021",9:07:59 am
3625,Documents for MCB's signature and Approval (Brown Envelope),1,28,DEPT6,37,DEPT7,"September 06, 2021",5:27:27 pm
3626,Medical Certificate - KSVILLAR and NCSanPedro,1,36,DEPT6,,DEPT2,"September 07, 2021",8:25:02 am
3627,release of dealers proceeds,1,20,DEPT8,9,DEPT4,"September 07, 2021",3:15:50 pm
3628,general guidelines on the amendment of loan related documents,1,20,DEPT8,,DEPT6,"September 07, 2021",9:26:08 am
3629,sas managment inc,1,37,DEPT7,,DEPT2,"September 08, 2021",2:55:15 pm
3630,acceptance of contract of undertaking in lieu of transferred or/cr from selected dealers,1,9,DEPT4,37,DEPT7,"October 01, 2021",4:50:33 pm
3631,"rfp nadine guttierez 3,972",1,37,DEPT7,,DEPT6,"September 07, 2021",8:55:27 am
3632,"request for fundtransfer 400,000",1,37,DEPT7,,DEPT6,"September 07, 2021",9:20:22 am
3633,"rfp jerucel quimzon 3,387.42",1,37,DEPT7,,DEPT6,"September 07, 2021",8:55:33 am
3634,"rfp rhodora ibay 13,810.56",1,37,DEPT7,,DEPT6,"September 07, 2021",8:55:39 am
3635,"request for fundtransfer bdo sanciangco otc to eastwest -payroll 500,000",1,37,DEPT7,,DEPT6,"September 07, 2021",9:20:28 am
3636,"request for fundtransfer mbtc-pdc to mbtc loan 500,000",1,37,DEPT7,,DEPT6,"September 07, 2021",9:20:33 am
3637,"rfp francisco de leon 136,882.10",1,37,DEPT7,36,DEPT6,"September 07, 2021",9:20:51 am
3638,engagement contract internal audit,1,37,DEPT7,,DEPT6,"September 07, 2021",9:20:38 am
3639,"CLEARANCE: 1000207151 - JARDINEZ, ROMULO VERGARA",1,9,DEPT4,,DEPT3,"September 13, 2021",9:04:40 am
3640,approved leave form of avdf 08/26/2021 and 08/25/2021,1,20,DEPT8,,DEPT2,"September 08, 2021",3:49:58 pm
3641,"HW041- Laptop with bag, adaptor and mouse",1,2,DEPT1,,DEPT2,"September 07, 2021",10:02:51 am
3642,"HW015- Laptop with bag, adaptor and mouse",1,2,DEPT1,,DEPT4,"September 07, 2021",10:50:04 am
3643,"RFP: MIKEL F. RAMA - RBTA RETAINER'S FEE (P 10,000.00)",1,37,DEPT7,,DEPT6,"September 07, 2021",2:33:50 pm
3644,"CA SLIP REVOLVING FUND: RRIBAY - RT PCR (P 3,000.00)",1,37,DEPT7,,DEPT6,"September 07, 2021",2:33:18 pm
3645,MEMO: GENERAL GUIDELINES ON THE AMENDMENT OF LOAN RELATED DOCUMENTS,1,20,DEPT8,9,DEPT4,"September 08, 2021",9:28:03 am
3646,EASTWEST CORP. TAXPAYER ENROLLEMNT; NRGUTIERREZ,1,37,DEPT7,,DEPT6,"September 07, 2021",2:33:24 pm
3647,"CLEARANCE: JARDINEZ, ROMULO V.",1,37,DEPT7,,DEPT6,"September 07, 2021",2:33:32 pm
3648,"RCM: TIMBOL, FAUSTINE JAY D.",1,37,DEPT7,,DEPT6,"September 07, 2021",2:35:24 pm
3649,"RCM: DELOS REYES, ARNOLD I.",1,37,DEPT7,,DEPT6,"September 07, 2021",2:34:31 pm
3650,Purch. Req./Purch. Order: Anti-gen Test Kits,1,37,DEPT7,,DEPT6,"September 07, 2021",2:33:44 pm
3651,"CLEARANCE: 1000202281 - ESGUERRA, MERCEDITA UMIPIG",1,9,DEPT4,,DEPT3,"September 13, 2021",9:03:19 am
3652,"RCM: 1000202353 - LAUREANO, GIL GATUZ",1,9,DEPT4,,DEPT3,"September 15, 2021",10:55:03 am
3653,"RCM: 1000202370 - REYES, JINGLE ONDIVILLA",1,9,DEPT4,,DEPT3,"September 13, 2021",9:03:24 am
3654,"CLEARANCE: 1000207762 - TADOKORO, CATHERINE 1 CAPIZ",1,9,DEPT4,,DEPT3,"September 13, 2021",9:03:30 am
3655,"RCM: 1000206936 - AQUINO, FLORDELIZA FERMIN",1,9,DEPT4,,DEPT3,"September 13, 2021",9:04:34 am
3656,general guidelines on the management of company website,1,20,DEPT8,,DEPT2,"September 15, 2021",4:07:27 pm
3657,RECOMMENDATION: POLICY AND PROCEDURE ON VAULT ACCESS,1,9,DEPT4,,DEPT2,"September 13, 2021",9:00:45 am
3658,"RFP Globe Telecom Inc, P 844.52",1,36,DEPT6,,DEPT2,"September 10, 2021",9:51:07 am
3659,Doc. Stamp Tax Dec./Ret. - CCGGalang,1,28,DEPT6,,DEPT3,"September 07, 2021",3:03:21 pm
3660,Doc. Stamp Tax Dec./Ret. - LDJParas,1,28,DEPT6,,DEPT3,"September 07, 2021",3:03:36 pm
3661,Doc. Stamp Tax Dec./Ret. - RDGVillanuevaJr.,1,28,DEPT6,,DEPT3,"September 07, 2021",3:03:51 pm
3662,Doc. Stamp Tax Dec./Ret. - DMMFajardo,1,28,DEPT6,,DEPT3,"September 07, 2021",3:04:01 pm
3663,Doc. Stamp Tax Dec./Ret. - CSDelaCruz,1,28,DEPT6,,DEPT3,"September 07, 2021",3:04:13 pm
3664,PMW Setting - AdelaFuente 3rd Quarter 2021,1,20,DEPT8,,DEPT2,"September 08, 2021",3:45:51 pm
3665,"RFP: MARIAH MATEO - CA FOR GLOBE (P 10,669)",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:29 am
3666,"RFP: CHARLENE PALO - PCF REPLEN (P 5,665)",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:34 am
3667,"LSS-Revolving Fund: Professional Fee (P 1,250)",1,37,DEPT7,,DEPT6,"September 08, 2021",8:45:12 am
3668,"LSS: NADINE GUTIERREZ - REFUND TO CARLOS CATALAN JR. (P 3,972)",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:40 am
3669,"FUND TRANSFER: BDO CHECK NO. 133853 (P 350, 000)",1,37,DEPT7,,DEPT6,"September 08, 2021",8:44:57 am
3670,RFP/PR/PO: JOSE MIGUEL CADIZ (ANTIGEN TEST KITS),1,35,DEPT6,,DEPT2,"September 10, 2021",3:46:34 pm
3671,"CLEARANCE: ESGUERRA, MERCEDITA U.",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:44 am
3672,"CLEARANCE: TADOKORO, CATHERINE I C.",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:52 am
3673,"RCM: REYES, JINGLE O.",1,37,DEPT7,,DEPT6,"September 08, 2021",8:58:58 am
3674,"RCM: AQUINO, FLORDELIZA F.",1,37,DEPT7,,DEPT6,"September 08, 2021",8:59:04 am
3675,BDO CHECKBOOK,1,28,DEPT6,37,DEPT7,"September 07, 2021",4:55:55 pm
3676,"Check number 919238 Finanshares Inc. P 50,500 (acct opening in Security bank)",1,37,DEPT7,,DEPT6,"September 09, 2021",1:28:39 pm
3677,"bdo soa cc 449,078.91",1,37,DEPT7,36,DEPT6,"September 08, 2021",8:48:39 am
3678,Pay Advice: AR/AP (Confi & Non Confi) - August 16-31 2021,1,28,DEPT6,47,DEPT2,"September 10, 2021",9:51:19 am
3679,"2 COPIES OF DATION IN PAYMENT FAO DE VERA, ROBERT JOMO CHAN",0,43,DEPT3,10,DEPT4,"September 08, 2021",8:53:58 am
3680,INCENCTIVE PROGRAM OF SALES AND MARKETING FOR 3RD & 4TH QUARTER OF 2021,1,37,DEPT7,9,DEPT4,"September 09, 2021",2:25:04 pm
3681,PERSONNEL REQUISITION,1,37,DEPT7,,DEPT2,"September 13, 2021",9:00:58 am
3682,"OR CR WITH PN FAO 1000215050 - SICAT, MONIQUE MANALASTAS",1,8,DEPT3,38,DEPT3,"September 14, 2021",4:30:00 pm
3683,"OR CR WITH PN FAO 1000215390 - SINOBEN, EUGENIA LOPEZ",1,8,DEPT3,43,DEPT3,"September 09, 2021",10:41:33 am
3684,"OR CR WITH PN FAO 1000215163 - MIAGAN, LANIE GEVERO",1,8,DEPT3,43,DEPT3,"September 09, 2021",10:41:40 am
3685,"RFP: SARAH JANE LIM - REVOLVING FUND REPLEN (P 7,000)",1,37,DEPT7,28,DEPT6,"September 08, 2021",4:59:58 pm
3686,Checks for MCBaena and ESC's Signature (Brown Envelope),1,37,DEPT7,28,DEPT6,"September 08, 2021",5:00:03 pm
3687,"RFP: RHODORA IBAY - CA FOR GLOBE BILL (P 10,669)",1,37,DEPT7,28,DEPT6,"September 08, 2021",5:00:08 pm
3688,Douments of Ms. Ronquillo,1,37,DEPT7,,DEPT2,"September 10, 2021",2:58:49 pm
3690,"LSS: RDELACRUZ P 9,750.00 (CA FAO 1000215245 - SEMINIANO, CORAZON AGRAVE)",1,8,DEPT3,,DEPT6,"September 08, 2021",1:14:12 pm
3691,"LSS: RDELACRUZ P 8,970.00 (CA FAO 1000215390 - SINOBEN, EUGENIA LOPEZ)",1,8,DEPT3,,DEPT6,"September 08, 2021",1:14:01 pm
3692,"LSS: RDELACRUZ P 14,250.00 (CA FAO 1000215050 - SICAT, MONIQUE MANALASTAS)",1,8,DEPT3,,DEPT6,"September 08, 2021",1:13:52 pm
3693,"LSS: RDELACRUZ P 12,750.00 (CA FAO 1000215163 - MIAGAN, LANIE GEVERO)",1,8,DEPT3,,DEPT6,"September 08, 2021",1:13:41 pm
3694,Accomplishment of Contract to Sell for the Motorcycle Plan of Mr. Lamberto Aquino Jr.,1,20,DEPT8,,DEPT6,"September 08, 2021",1:22:15 pm
3695,RECOMMENDATION: SAS MANAGEMENT TRAINING,1,37,DEPT7,,DEPT2,"September 10, 2021",8:31:57 am
